Título;Preço;Taxa de Condomínio;IPTU;Área;Banheiros;Vagas na Garagem;Detalhes do Imóvel;Detalhes do Condominio;CEP;Município;Bairro;Logradouro;Quartos
APARTAMENTO RESIDENCIAL em NATAL - RN, PONTA NEGRA;270000;0;0;57;2;1;empty;empty;59092110;Natal;Ponta Negra;Rua Praia de Touros;2
Apartamento para venda com 51 metros quadrados com 2 quartos em Ponta Negra - Natal - RN;319900;0;0;50;2;1;Churrasqueira, Varanda;Permitido animais, Salão de festas, Portaria, Condomínio fechado;59092550;Natal;Ponta Negra;Rua Professor Pedro Pinheiro de Souza;2
Excelente Oportunidade Apartamento Condomínio Spazzio Previlege andar altíssimo em Ponta N;290000;0;0;60;1;1;empty;empty;59092570;Natal;Ponta Negra;Rua Alfredo Dias de Figueiredo;2
Apartamento à venda no Porto do Alto com 57 m ² , 2 quartos em Neópolis - Natal - RN;260000;355;1200;57;2;1;Churrasqueira, Ar condicionado, Piscina, Academia;Salão de festas, Permitido animais, Academia, Portaria, Elevador, Piscina, Condomínio fechado;59086640;Natal;Neópolis;Avenida Porto de Pedras - até 4505/4506;2
Apartamento à Venda Paradise Village;350000;421;1464;55;2;2;empty;empty;59082120;Natal;Capim Macio;Rua Antônio Madruga;2
Apartamento para venda com 200 metros;850000;0;0;200;4;2;Ar condicionado, Piscina;Elevador, Salão de festas, Condomínio fechado, Piscina;59014020;Natal;Petrópolis;Rua Desembargador Dionísio Filgueira;3
Lançamento- Residencial Torre Lisboa,apartamento com 3 dormitórios à venda, 143 m² - Lagoa;906534;0;0;144;4;3;Churrasqueira, Academia, Piscina, Varanda, Área de serviço;Academia, Elevador, Condomínio fechado, Segurança 24h, Piscina;59062410;Natal;Lagoa Nova;Rua Vereadora Maria Queiroz;3
Tao Eco Residence - Apartamento com 68 m² no Tirol, Natal/RN;419006;0;0;68;1;2;Academia, Varanda, Churrasqueira, Piscina, Área de serviço;Academia, Segurança 24h, Piscina, Elevador;59022200;Natal;Tirol;Rua Monsenhor José Paulino;2
corais de ponta negra 3/4 suite mobiliado;450000;1;1;98;3;2;Academia, Piscina, Churrasqueira;Portaria, Salão de festas, Condomínio fechado, Elevador, Academia, Permitido animais, Piscina;59090190;Natal;Ponta Negra;Rua Vereador Manoel Coringa de Lemos;3
Tirol Lagoa - Apartamento para venda com 137 metros quadrados com 3 quartos em Tirol;945000;0;0;137;5 ou mais;2;Varanda, Academia, Piscina, Churrasqueira;Salão de festas, Condomínio fechado, Piscina, Portaria, Academia, Elevador;59020200;Natal;Tirol;Avenida Rodrigues Alves - de 601/602 a 983/984;3
Apartamento Residencial à venda, Candelária, Natal - AP0016.;510000;583;0;94;2;1;empty;Condomínio fechado;59064740;Natal;Candelária;Alameda das Mansões;2
Paradise village capim macio;320000;350;0;56;2;1;Piscina, Academia;Salão de festas, Elevador, Permitido animais, Portaria, Academia, Piscina, Condomínio fechado;59080015;Natal;Capim Macio;Rua Alice Azevedo;2
Apartamento à venda em petropolis - ribeira - Natal - RN - 2/4 sendo um suite;250000;460;0;61;1;1;Academia, Churrasqueira;Portaria, Permitido animais, Salão de festas, Academia, Condomínio fechado;59012140;Natal;Rocas;Rua Ferro Cardoso;2
OPORTUNIDADE/ APARTAMENTO EM NATAL/ GREENLIFE MOR GOUVEIA;316274;0;1472;54;2;2;Churrasqueira, Piscina;Piscina, Condomínio fechado;59060400;Natal;Nossa Senhora de Nazaré;Avenida Capitão-mor Gouveia - de 1023 a 1751 - lado ímpar;2
Apartamento com 3 quartos à venda por R$ 320.000,00 - Nova Parnamirim - Natal/RN;320000;415;520;83;3;1;Área de serviço, Piscina, Churrasqueira;Elevador, Piscina;59066180;Natal;Candelária;Avenida Dão Silveira;3
Apartamento luxuoso com vista para a Praia de Ponta Negra;480000;0;0;59;2;1;Mobiliado, Ar condicionado;Permitido animais;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;2
Lindo apto em Lagoa Nova;550000;720;0;87;3;2;Piscina, Mobiliado, Ar condicionado, Academia, Armários embutidos, Área de serviço, Armários na cozinha, Churrasqueira;Academia, Salão de festas, Condomínio fechado, Elevador, Piscina, Permitido animais, Portaria;59054550;Natal;Lagoa Nova;Rua dos Tororós;2
Residencial Alvorada à 2 minutos do Shopping Midway - 3 quartos - 75m² - 2 vagas;375000;300;0;75;2;2;Varanda, Piscina, Churrasqueira, Área de serviço, Academia;Portaria, Salão de festas, Condomínio fechado, Piscina, Academia, Permitido animais, Elevador;59054600;Natal;Dix-Sept Rosado;Avenida Interventor Mário Câmara;3
Apartamento mobiliado em areia preta;1300000;2000;0;187;5 ou mais;2;Varanda, Mobiliado, Churrasqueira, Ar condicionado, Piscina;Permitido animais, Condomínio fechado, Piscina, Salão de festas, Elevador;59014100;Natal;Areia Preta;Avenida Governador Sílvio Pedroza;3
OPORTUNIDADE - ANDAR ALTO - Apartamento para venda tem 194 m² com 4 quartos em Tirol - Nat;1551335;0;0;194;5 ou mais;3;Área de serviço, Academia, Piscina, Varanda, Churrasqueira;Permitido animais, Piscina, Condomínio fechado, Elevador, Salão de festas, Portaria, Academia;59015060;Natal;Tirol;Rua Almeida Castro;4
Apto dos sonhos! Todo c/ projetados e decorado;790000;685;0;113;4;2;Churrasqueira, Academia, Piscina;Salão de festas, Elevador, Permitido animais, Condomínio fechado, Academia, Piscina;59062360;Natal;Lagoa Nova;Rua Doutor Antônio Severiano da Câmara;3
Apartamento com 2 quartos em Pitimbu - Natal - RN;100000;240;400;50;1;1;Churrasqueira;Portaria, Condomínio fechado, Salão de festas;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Natal - Apartamento Padrão - Candelária;650000;1475;6368;220;5 ou mais;4;Varanda, Área de serviço, Ar condicionado, Armários na cozinha, Piscina, Churrasqueira;Piscina;59064585;Natal;Candelária;Rua Desembargador Túlio Bezerra de Melo;4
Apartamento no Tirol (160 m², 03 suítes, andar intermediário, Cond. Almério de Paiva);599999;1280;0;160;5 ou mais;2;Churrasqueira, Academia, Piscina;Permitido animais, Condomínio fechado, Elevador, Portaria, Salão de festas, Academia, Piscina;59014005;Natal;Mãe Luiza;Travessa João XXIII;3
Natal - Apartamento Padrão - Ponta Negra;560000;607;2000;51;2;1;Piscina, Varanda, Armários na cozinha, Ar condicionado;Salão de festas, Piscina;59092440;Natal;Ponta Negra;Avenida Engenheiro Roberto Freire - de 4186 a 4736 - lado par;1
Apartamento para Venda em Natal, Tirol, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas;430000;830;0;90;3;2;Piscina;Piscina;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Torre Lisboa, com 3 a 4 quartos, 117 a 193 m²;15000;0;0;117;3;2;Academia, Churrasqueira, Piscina;Portaria, Academia, Condomínio fechado, Permitido animais, Piscina;59062410;Natal;Lagoa Nova;Rua Vereadora Maria Queiroz;3
Belo Flat Com 40 m², Andar Alto, Vista Mar E Mobiliado na Praia De Areia Preta.- Natal - R;260000;567;1790;40;1;1;Academia, Churrasqueira, Mobiliado, Piscina, Ar condicionado;Piscina, Elevador, Academia, Salão de festas, Portaria, Permitido animais, Condomínio fechado;59014100;Natal;Areia Preta;Avenida Governador Sílvio Pedroza;1
Apartamento - 03 quartos s/ 2 suítes - Próximo ao Shopping Midway;289000;852;0;95;3;1;empty;Elevador;59056100;Natal;Lagoa Nova;Rua Romualdo Galvão - de 1358 a 1666 - lado par;3
Apartamento com 2 dormitórios à venda, 58 m² - Planalto - Natal/RN - AP0507;100000;250;80;58;1;1;Churrasqueira, Área de serviço, Piscina;Piscina;59073100;Natal;Planalto;Rua Paracati;2
Apartamento novíssimo de 83 metros com 3 quartos e suíte em Capim Macio.;379000;550;0;83;2;2;empty;empty;59082380;Natal;Capim Macio;Rua Maria Nazaré de Araújo;3
Apartamento em Tirol;1150000;0;0;140;5 ou mais;2;Academia, Churrasqueira;Condomínio fechado, Portaria, Academia, Elevador, Salão de festas;59015110;Natal;Tirol;Rua Desembargador Hemetério Fernandes;4
Apartamento em Petrópolis - Natal - RN;220000;646;0;56;2;1;Churrasqueira, Armários embutidos, Academia, Varanda, Área de serviço;Academia, Salão de festas, Elevador, Portaria, Permitido animais;59014020;Natal;Petrópolis;Rua Desembargador Dionísio Filgueira;2
Apartamento à vendaRocasNatal0,002 quartos;300000;0;0;57;2;2;empty;empty;59012145;Natal;Rocas;Rua Engenheiro Vulpiano Cavalcanti Filho;2
Apartamento à venda em Lagoa Nova - Duplex 178m - 3 quartos sendo um suíte;1500000;1250;5300;178;4;empty;Varanda, Piscina, Churrasqueira, Academia;Piscina, Academia;59056385;Natal;Lagoa Nova;Travessa Antônio Basílio;3
Apartamento à Venda Residencial Maison Petropolis - 5 suítes - Andar Alto - Lazer Completo;1700000;2400;11000;385;5 ou mais;4;Ar condicionado, Churrasqueira, Academia, Piscina, Varanda, Mobiliado;Condomínio fechado, Piscina, Academia, Elevador, Salão de festas, Permitido animais;59012500;Natal;Rocas;Avenida Marechal Floriano Peixoto;5 ou mais
Apartamento para aluguel e venda tem 109 metros quadrados;790000;550;0;109;3;2;Piscina, Mobiliado, Academia, Churrasqueira;Elevador, Condomínio fechado, Salão de festas, Permitido animais, Academia, Piscina;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;4
Apartamento para Venda em Natal, Candelária, 3 dormitórios, 3 suítes, 5 banheiros, 3 vagas;620000;2500;5000;259;5 ou mais;3;Piscina, Churrasqueira;Piscina, Elevador;59064490;Natal;Candelária;Rua Ministro Mirabeau da Cunha Melo;3
Apartamento no Condomínio  Golden Green  na Av Jaguarari;699000;550;0;126;4;2;Academia, Piscina, Armários na cozinha, Churrasqueira, Armários embutidos, Área de serviço, Mobiliado, Varanda, Quarto de serviço, Ar condicionado;Elevador, Salão de festas, Academia, Permitido animais, Portaria, Piscina;59082090;Natal;Capim Macio;Rua Valter Fernandes;3
Apartamento para venda tem 92 metros quadrados com;430000;0;0;92;2;2;empty;empty;59090415;Natal;Ponta Negra;Rua Professora Francisca Ivone Cavalcanti;3
Apartamento para venda tem 134 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN;890000;750;4843;134;4;3;Academia, Ar condicionado, Piscina, Churrasqueira;Piscina, Permitido animais, Academia, Elevador, Condomínio fechado, Portaria, Salão de festas;59062410;Natal;Lagoa Nova;Rua Vereadora Maria Queiroz;3
Lindo apto no Condomínio Manoel Gonçalves Ribeiro em Petropolis, Oportunidade!;830000;1400;3900;250;2;2;empty;empty;59012270;Natal;Petrópolis;Rua Doutor Manoel Dantas;4
Terramaris andar alto, sombra, com planejados;730000;620;0;79;2;2;empty;empty;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;3
Apto em Lago Nova - 154m² de área - ótima localização - R$ 540.000,00;540000;0;0;154;3;2;Piscina, Armários na cozinha, Área de serviço, Churrasqueira, Armários embutidos;Condomínio fechado, Permitido animais, Portaria, Elevador, Piscina;59054380;Natal;Lagoa Nova;Avenida Antônio Basílio - de 1560 a 2266 - lado par;3
Apartamento para venda com 127 metros quadrados com 3 suítes em Lagoa Nova - Natal - RN;900000;0;0;127;4;2;Varanda, Piscina, Área de serviço, Churrasqueira;Condomínio fechado, Piscina, Salão de festas, Elevador;59075760;Natal;Lagoa Nova;Rua Padre João Damasceno;3
Poente do Tirol, perto de tudo e da paz do verde;379990;900;1985;100;3;2;Churrasqueira, Piscina, Mobiliado;Permitido animais, Piscina, Elevador, Condomínio fechado, Salão de festas;59014580;Natal;Tirol;Rua Vereador Amaro Magalhães;3
Repasse apartamento nova América;45000;210;900;empty;1;1;Área de serviço, Churrasqueira, Piscina;Condomínio fechado, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas;59131510;Natal;Pajuçara;Rua Doutor Amaro Ienaga;2
Apartamento para Venda em Natal, Capim Macio, 5 dormitórios, 2 suítes, 4 banheiros, 2 vag;882000;0;0;42;4;2;empty;empty;59082090;Natal;Capim Macio;Rua Valter Fernandes;5 ou mais
Apartamento com 4 dormitórios à venda, 143 m² por R$ 595.000,00 - Lagoa Nova - Natal/RN;595000;1100;4615;143;3;3;Área de serviço, Churrasqueira, Piscina;Piscina, Elevador;59064364;Natal;Lagoa Nova;Rua Anísio de Souza;4
Condomínio Central Park - 2 quartos  2 vagas de garagem;340000;0;0;67;2;2;Varanda, Academia, Piscina, Churrasqueira;Portaria, Salão de festas, Condomínio fechado, Elevador, Academia, Permitido animais, Piscina;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
Belíssimo apto no Tirol;2200000;1100;0;210;4;4;Área de serviço, Ar condicionado, Mobiliado, Quarto de serviço, Piscina, Varanda, Armários embutidos, Churrasqueira, Academia, Armários na cozinha;Permitido animais, Condomínio fechado, Piscina, Salão de festas, Portaria, Academia, Elevador;59020510;Natal;Tirol;Avenida Prudente de Morais - de 490 a 1666 - lado par;3
Venda Apartamento Com Armários. Cod. AP 0883;250000;0;0;50;1;1;Academia, Armários embutidos, Piscina, Armários na cozinha, Ar condicionado, Área de serviço;Elevador, Academia, Salão de festas, Piscina, Portaria, Condomínio fechado, Permitido animais;59064740;Natal;Candelária;Alameda das Mansões;1
Apartamento para venda em Capim Macio com 108 metros quadrados.;660000;0;0;108;4;2;Churrasqueira, Piscina, Academia;Elevador, Salão de festas, Permitido animais, Condomínio fechado, Piscina, Academia;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;2
Apartamento à venda 3/4 com 94 metros em Lagoa Nova;470000;850;2500;94;3;2;Piscina;Piscina, Permitido animais, Elevador, Condomínio fechado, Salão de festas;59075070;Natal;Lagoa Nova;Rua Marize Bastier - de 259/260 ao fim;3
Apartamento na Praia do Meio, 70 m² próximo ao mar, um quarto, sala ampla e duas vagas de;120000;250;800;70;1;2;empty;Condomínio fechado, Permitido animais;59010030;Natal;Praia do Meio;Avenida Vinte e Cinco de Dezembro;1
Localização e espaço;420000;1100;0;92;2;2;Ar condicionado, Piscina;Permitido animais, Condomínio fechado, Salão de festas, Piscina, Elevador, Portaria;59056300;Natal;Lagoa Nova;Avenida Rui Barbosa;4
Oceanos Elia de Barros 260 m² com 4 suites em Areia Preta;1990000;1900;0;260;5 ou mais;4;Academia, Ar condicionado, Churrasqueira, Piscina;Portaria, Permitido animais, Piscina, Academia, Salão de festas;59014100;Natal;Areia Preta;Avenida Governador Sílvio Pedroza;4
Natal - Apartamento Padrão - Capim Macio;460000;0;0;97;3;3;empty;empty;59082110;Natal;Capim Macio;Rua Antônio Farache;3
Cobertura no Vita Condomínio Clube - 3 quartos;580000;800;4000;185;3;2;Churrasqueira, Academia, Ar condicionado, Piscina, Varanda;Academia, Elevador, Condomínio fechado, Permitido animais, Salão de festas, Piscina;59067400;Natal;Pitimbu;Avenida dos Caiapós;3
Paradise Flat Ponta Negra - Vista mar incrível todo mobiliado;279990;940;0;35;1;1;Piscina, Churrasqueira, Academia, Ar condicionado, Mobiliado, Varanda;Academia, Elevador, Piscina, Condomínio fechado, Portaria;59092480;Natal;Ponta Negra;Rua Miguel Godeiro Primo;1
Flat a venda em capim macio a 1km da praia;185000;200;0;30;1;1;Varanda;Elevador;59082351;Natal;Capim Macio;Rua Dulce Meira e Sá Figueiredo;1
Ótimo apartamento com 220m², 4 quartos sendo 2 suítes no Barro Vermelho - Natal - RN;700000;960;0;220;4;2;Ar condicionado, Piscina, Churrasqueira, Academia;Academia, Elevador, Piscina, Portaria, Permitido animais, Condomínio fechado, Salão de festas;59022545;Natal;Barro Vermelho;Avenida Prudente de Morais - de 1668 a 2564 - lado par;4
Apartamento à venda com 3 quartos em Capim Macio - Natal - RN Ref.:1000;379000;600;2215;83;2;empty;Varanda, Piscina;Piscina;59082380;Natal;Capim Macio;Rua Maria Nazaré de Araújo;3
Fantástico Lançamento De Apartamentos Com 176 m² A 194 m², 3 Ou 4 Suítes no Tirol - Natal;1266363;0;0;176;5 ou mais;3;Academia, Piscina, Churrasqueira, Varanda;Permitido animais, Portaria, Condomínio fechado, Salão de festas, Elevador, Piscina, Academia;59015010;Natal;Tirol;Rua Ângelo Varela;3
Apartamento para venda tem 56 metros quadrados com 2 quartos em Ponta Negra - Natal - RN;275000;495;0;56;2;1;Churrasqueira, Piscina;Salão de festas, Condomínio fechado, Elevador, Portaria, Piscina, Permitido animais;59092050;Natal;Ponta Negra;Rua Praia de Porto Mirim;2
Apartamento para venda possui 82 metros quadrados com 3 quartos;680000;0;0;82;2;1;empty;empty;59022120;Natal;Barro Vermelho;Rua Doutor José Bezerra;3
Excelente apartamento no Planalto (52 m², 1º andar, 2/4, Cnd. Solar das Estações));109999;230;0;52;1;1;Churrasqueira, Piscina;Condomínio fechado, Permitido animais, Portaria, Piscina;59073100;Natal;Planalto;Rua Paracati;2
Apartamento para venda possui 73 metros quadrados com 3 quartos em Tirol - Natal - RN;265000;660;0;72;2;1;Área de serviço;Salão de festas, Condomínio fechado, Permitido animais, Portaria, Elevador, Piscina;59020330;Natal;Tirol;Rua Alberto Maranhão;3
Apartamento no Cospomolitam em Tirol com 55 m²;353331;0;0;55;2;1;Churrasqueira, Academia, Área de serviço, Piscina, Ar condicionado;Academia, Elevador, Salão de festas, Portaria, Permitido animais, Piscina, Condomínio fechado;59015350;Natal;Tirol;Avenida Almirante Alexandrino de Alencar;2
Portal de Petropolis - 502;459960;1180;3350;118;1;2;Varanda, Churrasqueira, Piscina, Área de serviço;Elevador, Piscina, Salão de festas;59012270;Natal;Petrópolis;Rua Doutor Manoel Dantas;3
Apartamento para venda Soneto Potengi, Petrópolis - Natal - RN;1050000;1542;7325;330;5 ou mais;3;empty;Elevador, Condomínio fechado, Portaria;59012570;Natal;Petrópolis;Rua General Gustavo Cordeiro de Faria;4
Apartamento venda cidade da esperança, dois quartos, banheiro social, sombra, garagem, pla;110000;256;180;44;1;1;empty;Portaria, Permitido animais, Condomínio fechado;59071550;Natal;Cidade da Esperança;Avenida Perimetral Sul;2
Excelente Flat Hotel mobiliado de 1/4;500000;0;0;74;1;1;empty;empty;59090050;Natal;Ponta Negra;Rua Francisco Gurgel;1
Central Park Condomínio Clube - 2quartos, 2vagas garagem;350000;385;0;64;2;1;Piscina, Academia, Churrasqueira;Condomínio fechado, Piscina, Segurança 24h, Academia;59086005;Natal;Neópolis;Rua Lúcia Viveiros;2
Apartamento para venda com 95 metros quadrados com 3 quartos em Ponta Negra - Natal - RN;349990;530;1900;95;3;2;Academia, Piscina, Armários na cozinha, Churrasqueira, Armários embutidos, Área de serviço, Varanda;Elevador, Salão de festas, Academia, Permitido animais, Portaria, Piscina, Condomínio fechado;59090315;Natal;Ponta Negra;Rua Francisco Simplício;3
Apartamento para venda tem 109 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN;435000;750;295613;109;3;2;Ar condicionado, Mobiliado, Piscina, Churrasqueira;Piscina, Salão de festas, Elevador, Condomínio fechado, Portaria;59054660;Natal;Lagoa Nova;Rua Agostinho Almeida;3
CLASSIC RESIDENCIAL  3 SUITES LAGOA NOVA;780000;1500;4500;186;5 ou mais;3;empty;empty;59056450;Natal;Lagoa Nova;Avenida Nascimento de Castro - de 1041/1042 ao fim;3
Excelente Apartamento para venda com 50 metros quadrados com 2 quartos em Capim Macio - Na;140000;0;0;50;1;1;Área de serviço;Condomínio fechado;59082110;Natal;Capim Macio;Rua Antônio Farache;2
Apartamento, 137m2, 3 quartos 3 suítes, 3 vagas garagem Tirol - Natal - RN;1220000;900;2400;137;2;3;empty;empty;59020058;Natal;Petrópolis;Avenida Rodrigues Alves - até 599/600;3
